# x y x_over_c Cp side
0.808778 0.00187211 0.808778 -1.03395 U
0.415038 -0.0694078 0.415038 -0.673633 L
0.469012 -0.0682984 0.469012 -0.666322 L
0.451258 0.0427644 0.451258 -0.961825 U
0.118824 0.0460956 0.118824 -0.619085 U
0.433317 0.0441643 0.433317 -0.949861 U
0.430032 -0.0691847 0.430032 -0.676748 L
0.528925 0.0358091 0.528925 -0.988236 U
0.600512 0.0282998 0.600512 -0.992747 U
0.636269 0.0242072 0.636269 -1.00171 U
0.448268 0.0430041 0.448268 -0.959879 U
0.295082 -0.0685918 0.295082 -0.560698 L
0.466013 -0.0683803 0.466013 -0.668114 L
0.460017 -0.0685378 0.460017 -0.670839 L
0.555781 0.0330957 0.555781 -0.991231 U
0.238583 0.0521402 0.238583 -0.812225 U
0.692839 0.0173454 0.692839 -1.01357 U
0.370051 -0.0697019 0.370051 -0.660641 L
0.442288 0.0434761 0.442288 -0.955915 U
0.53191 0.0355146 0.53191 -0.989128 U
0.552798 0.0334038 0.552798 -0.991361 U
0.229177 -0.0654891 0.229177 -0.510347 L
0.508027 0.0378137 0.508027 -0.979454 U
0.59455 0.0289606 0.59455 -0.991107 U
0.540863 0.0346202 0.540863 -0.9909 U
0.457019 -0.0686133 0.457019 -0.669867 L
0.427034 -0.069235 0.427034 -0.676151 L
0.674982 0.0195671 0.674982 -1.00891 U
0.502054 0.0383666 0.502054 -0.976353 U
0.256125 -0.0670378 0.256125 -0.538947 L
0.382048 -0.0696832 0.382048 -0.670001 L
0.247139 -0.0665671 0.247139 -0.534999 L
0.588588 0.0296144 0.588588 -0.989642 U
0.343059 -0.0695515 0.343059 -0.632288 L
0.790957 0.00436521 0.790957 -1.0293 U
0.951117 -0.0196627 0.951117 0.185552 L
0.244581 0.0521519 0.244581 -0.81883 U
0.445025 -0.0688923 0.445025 -0.673036 L
0.630311 0.0249029 0.630311 -1.00067 U
0.292085 -0.0684997 0.292085 -0.555023 L
0.367052 -0.0696989 0.367052 -0.657047 L
0.645205 0.0231548 0.645205 -1.00287 U
0.43603 -0.0690757 0.43603 -0.675547 L
0.301078 -0.0687635 0.301078 -0.571606 L
0.448024 -0.0688261 0.448024 -0.671712 L
0.621373 0.025937 0.621373 -0.99867 U
0.624353 0.0255936 0.624353 -0.99943 U
0.767186 0.00762963 0.767186 -1.0263 U
0.379049 -0.0696923 0.379049 -0.666752 L
0.247581 0.0521499 0.247581 -0.819775 U
0.442027 -0.068956 0.442027 -0.672011 L
0.268574 0.0519994 0.268574 -0.830879 U
0.346058 -0.0695827 0.346058 -0.63754 L
0.364053 -0.0696927 0.364053 -0.655397 L
0.651162 0.0224478 0.651162 -1.00387 U
0.433031 -0.0691316 0.433031 -0.674465 L
0.776101 0.0064128 0.776101 -1.02785 U
0.253579 0.052131 0.253579 -0.825167 U
0.253129 -0.0668857 0.253129 -0.536759 L
0.160654 0.049703 0.160654 -0.70949 U
0.337061 -0.0694793 0.337061 -0.624025 L
0.181617 0.0508259 0.181617 -0.735811 U
0.124833 -0.0543653 0.124833 -0.330489 L
0.29808 -0.0686797 0.29808 -0.564782 L
0.361054 -0.0696831 0.361054 -0.651667 L
0.719615 0.0139317 0.719615 -1.01621 U
0.871104 -0.00720128 0.871104 0.0815711 L
